# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar  9 11:52:19 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
#
pl_name,hostname,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag
HD 219134 f,HD 219134,Multiple Observatories,22.71700000,0.01500000,-0.01500000,0,0.146300,0.001800,-0.001800,0,1.310,0.020,-0.020,-1,0.117,0.002,-0.002,-1,7.30000,0.40000,-0.40000,-1,0.02297,0.00126,-0.00126,-1,Mass,0.148000,0.047000,-0.047000,0,12.38,0.38,-0.38,0,523,4,-4,0,0
HD 219134 g,HD 219134,Multiple Observatories,94.20000000,0.20000000,-0.20000000,0,0.375300,0.000400,-0.000400,0,3.280,,,0,0.293,,,0,10.80622,1.27132,-1.27132,0,0.03400,0.00400,-0.00400,0,Msini,0.000000,,,0,,,,,,,,,0
HD 219134 h,HD 219134,Roque de los Muchachos Observatory,2247.00000000,43.00000000,-43.00000000,0,3.110000,0.040000,-0.040000,0,12.700,,,0,1.140,,,0,108.06220,6.35660,-6.35660,0,0.34000,0.02000,-0.02000,0,Msini,0.060000,0.040000,-0.040000,0,,,,,,,,,0
HD 219415 b,HD 219415,McDonald Observatory,2093.30000000,32.70000000,-32.70000000,0,3.200000,,,0,13.800,,,0,1.230,,,0,317.83000,,,0,1.00000,,,0,Msini,0.400000,0.090000,-0.090000,0,,,,,,,,,0
HD 219666 b,HD 219666,Transiting Exoplanet Survey Satellite (TESS),6.03607000,0.00064000,-0.00063000,0,0.063560,0.002650,-0.002650,0,4.710,0.170,-0.170,0,0.420,0.015,-0.015,0,16.60000,1.30000,-1.30000,0,0.05223,0.00409,-0.00409,0,Mass,0.000000,,,0,139.43,,,,1073,20,-20,0,0
HD 219828 b,HD 219828,La Silla Observatory,3.83492000,0.00014000,-0.00014000,0,0.050700,0.002900,-0.002900,0,4.850,,,0,0.433,,,0,20.97678,3.81396,-3.81396,0,0.06600,0.01200,-0.01200,0,Msini,0.101000,0.063000,-0.063000,0,,,,,,,,,0
HD 219828 c,HD 219828,Multiple Facilities,4682.00000000,99.00000000,-99.00000000,0,5.790000,0.410000,-0.410000,0,12.300,,,0,1.090,,,0,4640.31800,731.00900,-731.00900,0,14.60000,2.30000,-2.30000,0,Msini,0.810200,0.005100,-0.005100,0,,,,,,,,,0
HD 220074 b,HD 220074,Bohyunsan Optical Astronomical Observatory,672.09998000,3.70000000,-3.70000000,0,1.600000,0.130000,-0.130000,0,12.200,,,0,1.090,,,0,5288.69120,4214.42580,-4214.42580,0,16.64000,13.26000,-13.26000,0,Msini,0.140000,0.050000,-0.050000,0,,,,,,,,,0
HD 220197 b,HD 220197,Roque de los Muchachos Observatory,1728.00000000,162.00000000,-80.00000000,0,2.729000,0.168000,-0.085000,0,9.320,,,0,0.832,,,0,63.56600,22.24810,-12.71320,0,0.20000,0.07000,-0.04000,0,Msini,0.187000,0.279000,-0.132000,0,,,,,,,,,0
HD 220689 b,HD 220689,La Silla Observatory,2266.40000000,65.84000000,-58.77000000,0,3.396000,0.084000,-0.081000,0,13.700,,,0,1.230,,,0,355.33394,11.12405,-11.12405,0,1.11800,0.03500,-0.03500,0,Msini,0.054000,0.061000,-0.038000,0,,,,,,,,,0
HD 220773 b,HD 220773,McDonald Observatory,3724.70000000,463.00000000,-463.00000000,0,4.940000,0.200000,-0.200000,0,13.600,,,0,1.210,,,0,460.80000,95.00000,-95.00000,0,1.45000,0.30000,-0.30000,0,Msini,0.510000,0.100000,-0.100000,0,,,,,,,,,0
HD 220842 b,HD 220842,Haute-Provence Observatory,218.47000000,0.19000000,-0.19000000,0,0.740000,0.018000,-0.018000,0,13.100,,,0,1.170,,,0,1010.69940,47.67450,-47.67450,0,3.18000,0.15000,-0.15000,0,Msini,0.404000,0.009000,-0.009000,0,,,,,,,,,0
HD 221287 b,HD 221287,La Silla Observatory,456.10000000,7.70000000,-5.80000000,0,1.250000,0.040000,-0.040000,0,13.100,,,0,1.170,,,0,982.05000,251.08000,-251.08000,0,3.09000,0.79000,-0.79000,0,Msini,0.080000,0.170000,-0.050000,0,,,,,,,,,0
HD 221416 b,HD 221416,Transiting Exoplanet Survey Satellite (TESS),14.27670000,0.00370000,-0.00370000,0,0.122800,0.002500,-0.002600,0,9.170,0.340,-0.310,0,0.836,0.031,-0.028,0,60.50000,5.70000,-5.70000,0,0.19000,0.01800,-0.01800,0,Mass,0.115000,0.034000,-0.030000,0,174.31,,,,1012,,,,0
HD 221420 b,HD 221420,Anglo-Australian Telescope,22482.00000000,4200.00000000,-4100.00000000,0,18.500000,2.300000,-2.300000,0,12.500,,,0,1.110,,,0,3082.95100,349.61300,-317.83000,0,9.70000,1.10000,-1.00000,0,Msini,0.420000,0.050000,-0.070000,0,,,,,,,,,0
HD 221585 b,HD 221585,Haute-Provence Observatory,1173.00000000,16.00000000,-16.00000000,0,2.306000,0.081000,-0.081000,0,13.500,,,0,1.210,,,0,511.70630,44.49620,-44.49620,0,1.61000,0.14000,-0.14000,0,Msini,0.123000,0.069000,-0.069000,0,,,,,,,,,0
HD 222076 b,HD 222076,Multiple Observatories,871.00000000,19.00000000,-19.00000000,0,1.830000,0.030000,-0.030000,0,13.500,,,0,1.210,,,0,495.81480,34.96130,-34.96130,0,1.56000,0.11000,-0.11000,0,Msini,0.080000,0.050000,-0.050000,0,,,,,,,,,0
HD 222155 b,HD 222155,Haute-Provence Observatory,3999.00000000,500.00000000,-500.00000000,0,5.140000,0.460000,-0.460000,0,13.400,,,0,1.190,,,0,673.79960,158.91500,-158.91500,0,2.12000,0.50000,-0.50000,0,Msini,0.160000,0.220000,-0.220000,0,,,,,,,,,0
HD 222582 b,HD 222582,W. M. Keck Observatory,572.38000000,0.61000000,-0.61000000,0,1.340000,0.020000,-0.020000,0,12.600,,,0,1.120,,,0,2660.23710,127.13200,-127.13200,0,8.37000,0.40000,-0.40000,0,Msini,0.730000,0.010000,-0.010000,0,,,,,,,,,0
HD 224538 b,HD 224538,Multiple Observatories,1189.10000000,5.10000000,-5.10000000,0,2.280000,0.080000,-0.080000,0,12.800,,,0,1.140,,,0,1897.44510,133.48860,-133.48860,0,5.97000,0.42000,-0.42000,0,Msini,0.464000,0.022000,-0.022000,0,,,,,,,,,0
HD 224693 b,HD 224693,W. M. Keck Observatory,26.69040000,0.00190000,-0.00190000,0,0.191000,0.014000,-0.014000,0,14.000,,,0,1.250,,,0,222.48100,38.13960,-38.13960,0,0.70000,0.12000,-0.12000,0,Msini,0.104000,0.017000,-0.017000,0,,,,,,,,,0
HD 22781 b,HD 22781,Haute-Provence Observatory,528.07000000,0.14000000,-0.14000000,0,1.167000,0.039000,-0.039000,0,12.300,,,0,1.100,,,0,4338.20000,308.00000,-308.00000,0,13.65000,0.97000,-0.97000,0,Msini,0.819100,0.002300,-0.002300,0,,,,,,,,,0
HD 23079 b,HD 23079,Anglo-Australian Telescope,730.59998000,5.70000000,-5.70000000,0,1.600000,0.030000,-0.030000,0,13.200,,,0,1.180,,,0,829.53630,34.96130,-34.96130,0,2.61000,0.11000,-0.11000,0,Msini,0.100000,0.030000,-0.030000,0,,,,,,,,,0
HD 23127 b,HD 23127,Anglo-Australian Telescope,1211.17000000,11.11000000,-8.91000000,0,2.370000,0.032000,-0.032000,0,13.500,,,0,1.210,,,0,485.32641,11.75971,-12.07754,0,1.52700,0.03700,-0.03800,0,Msini,0.406000,0.083000,-0.090000,0,,,,,,,,,0
HD 231701 b,HD 231701,W. M. Keck Observatory,141.63000000,0.06700000,-0.06700000,0,0.567000,0.053000,-0.053000,0,13.700,,,0,1.220,,,0,359.14790,79.45750,-79.45750,0,1.13000,0.25000,-0.25000,0,Msini,0.130000,0.032000,-0.032000,0,,,,,,,,,0
HD 233604 b,HD 233604,McDonald Observatory,192.00000000,0.22000000,-0.22000000,0,0.747000,,,0,12.700,,,0,1.130,,,0,2089.64400,,,0,6.57500,,,0,Msini,0.050000,0.030000,-0.030000,0,,,,,,,,,0
HD 233832 b,HD 233832,Roque de los Muchachos Observatory,2058.00000000,47.00000000,-40.00000000,0,2.827000,0.045000,-0.039000,0,13.500,,,0,1.200,,,0,565.73740,25.42640,-19.06980,0,1.78000,0.08000,-0.06000,0,Msini,0.359000,0.046000,-0.039000,0,,,,,,,,,0
HD 23472 b,HD 23472,Transiting Exoplanet Survey Satellite (TESS),17.66700000,0.14200000,-0.09500000,0,0.121000,0.001000,-0.001000,0,1.872,1.321,-1.321,0,0.167,0.118,-0.118,0,17.92000,1.41000,-14.00000,0,0.05638,0.00444,-0.04405,0,Mass,0.000000,,,0,82.99,,,,840,,,,0
HD 23472 c,HD 23472,Transiting Exoplanet Survey Satellite (TESS),29.62500000,0.22400000,-0.17100000,0,0.170000,0.001000,-0.001000,0,2.149,0.345,-0.345,0,0.192,0.031,-0.031,0,17.18000,1.07000,-13.77000,0,0.05405,0.00337,-0.04333,0,Mass,0.000000,,,0,12.08,,,,475,,,,0
HD 23596 b,HD 23596,Haute-Provence Observatory,1561.00000000,12.00000000,-12.00000000,0,2.770000,0.050000,-0.050000,0,12.500,,,0,1.120,,,0,2870.00490,235.19420,-235.19420,0,9.03000,0.74000,-0.74000,0,Msini,0.270000,0.010000,-0.010000,0,,,,,,,,,0
HD 238090 b,HD 238090,Multiple Observatories,13.67100000,0.01100000,-0.01000000,0,0.093200,0.001100,-0.001100,0,2.520,,,0,0.225,,,0,6.89000,0.92000,-0.95000,0,0.02168,0.00289,-0.00299,0,Msini,0.300000,0.160000,-0.170000,0,8.10,0.16,-0.18,0,470,2,-3,0,0
HD 238914 b,HD 238914,Multiple Observatories,4100.00000000,210.00000000,-210.00000000,0,5.700000,0.900000,-0.900000,0,12.800,,,0,1.140,,,0,1906.98000,858.14100,-858.14100,0,6.00000,2.70000,-2.70000,0,Msini,0.560000,0.070000,-0.050000,0,,,,,,,,,0
HD 240210 b,HD 240210,McDonald Observatory,501.75000000,2.33000000,-2.33000000,0,1.160000,,,0,12.800,,,0,1.140,,,0,1655.82000,,,0,5.21000,,,0,Msini,0.150000,0.020000,-0.020000,0,,,,,,,,,0
HD 240237 b,HD 240237,McDonald Observatory,745.70001000,14.00000000,-14.00000000,0,1.920000,0.160000,-0.160000,0,12.200,,,0,1.090,,,0,5050.31870,1773.49140,-1773.49140,0,15.89000,5.58000,-5.58000,0,Msini,0.400000,0.100000,-0.100000,0,,,,,,,,,0
HD 24040 b,HD 24040,W. M. Keck Observatory,3668.00000000,170.00000000,-170.00000000,0,4.920000,0.210000,-0.210000,0,13.000,,,0,1.160,,,0,1226.82380,114.41880,-114.41880,0,3.86000,0.36000,-0.36000,0,Msini,0.040000,0.060000,-0.060000,0,,,,,,,,,0
HD 24064 b,HD 24064,Bohyunsan Optical Astronomical Observatory,535.59998000,3.00000000,-3.00000000,0,1.290000,0.040000,-0.040000,0,12.300,,,0,1.100,,,0,4096.82870,918.52870,-918.52870,0,12.89000,2.89000,-2.89000,0,Msini,0.350000,0.080000,-0.080000,0,,,,,,,,,0
HD 24085 b,HD 24085,Las Campanas Observatory,2.04550000,0.00020000,-0.00020000,0,0.034000,0.001000,-0.001000,0,3.460,,,0,0.309,,,0,11.80000,3.10000,-3.10000,0,0.03713,0.00975,-0.00975,0,Msini,0.220000,0.120000,-0.120000,0,,,,,,,,,0
HD 25015 b,HD 25015,La Silla Observatory,6019.32000000,679.36500000,-262.98000000,0,6.190000,0.450000,-0.230000,0,12.900,,,0,1.150,,,0,1423.87840,95.34900,-88.99240,0,4.48000,0.30000,-0.28000,0,Msini,0.390000,0.090000,-0.070000,0,,,,,,,,,0
HD 25171 b,HD 25171,La Silla Observatory,1802.29000000,24.12000000,-22.92000000,0,2.971000,0.033000,-0.032000,0,13.900,,,0,1.240,,,0,290.81445,3.49613,-3.81396,0,0.91500,0.01100,-0.01200,0,Msini,0.042000,0.046000,-0.029000,0,,,,,,,,,0
HD 2638 b,HD 2638,La Silla Observatory,3.44420000,0.00020000,-0.00020000,0,0.040000,0.000000,0.000000,0,14.300,,,0,1.280,,,0,133.48860,9.53490,-9.53490,0,0.42000,0.03000,-0.03000,0,Msini,0.000000,,,0,,,,,,,,,0
HD 2685 b,HD 2685,Transiting Exoplanet Survey Satellite (TESS),4.12688000,0.00005000,-0.00004000,0,0.056800,0.000600,-0.000600,0,16.141,0.560,-0.560,0,1.440,0.050,-0.050,0,371.86110,38.13960,-38.13960,0,1.17000,0.12000,-0.12000,0,Mass,0.091000,0.039000,-0.047000,0,1451.24,,,,2061,28,-28,0,0
HD 26965 b,HD 26965,Multiple Observatories,42.37800000,0.01000000,-0.01000000,0,,,,,2.840,,,0,0.254,,,0,8.47000,0.47000,-0.47000,0,0.02665,0.00148,-0.00148,0,Msini,0.040000,0.050000,-0.030000,0,,,,,,,,,0
HD 27442 b,HD 27442,Anglo-Australian Telescope,428.10000000,1.10000000,-1.10000000,0,1.271000,0.073000,-0.073000,0,13.500,,,0,1.210,,,0,495.80000,44.50000,-44.50000,0,1.56000,0.14000,-0.14000,0,Msini,0.060000,0.043000,-0.043000,0,,,,,,,,,0
HD 27631 b,HD 27631,La Silla Observatory,2198.14000000,54.11000000,-50.34000000,0,3.242000,0.070000,-0.068000,0,13.600,,,0,1.210,,,0,474.83802,13.34886,-13.34886,0,1.49400,0.04200,-0.04200,0,Msini,0.141000,0.062000,-0.065000,0,,,,,,,,,0
HD 27894 b,HD 27894,La Silla Observatory,18.02000000,0.01000000,-0.02000000,0,0.125000,0.000100,-0.000100,0,14.100,,,0,1.250,,,0,211.35695,2.86047,-2.22481,0,0.66500,0.00900,-0.00700,0,Msini,0.047000,0.012000,-0.008000,0,,,,,,,,,0
HD 27894 c,HD 27894,La Silla Observatory,36.07000000,0.26000000,-0.09000000,0,0.198000,0.001000,-0.001000,0,8.240,,,0,0.735,,,0,51.48846,3.49613,-12.71320,0,0.16200,0.01100,-0.04000,0,Msini,0.015000,0.020000,-0.002000,0,,,,,,,,,0
HD 27894 d,HD 27894,La Silla Observatory,5174.00000000,171.00000000,-82.00000000,0,5.448000,0.119000,-0.058000,0,12.800,,,0,1.140,,,0,1721.04945,75.96137,-385.84562,0,5.41500,0.23900,-1.21400,0,Msini,0.389000,0.087000,-0.030000,0,,,,,,,,,0
HD 28185 b,HD 28185,La Silla Observatory,379.00000000,2.00000000,-2.00000000,0,1.020000,0.020000,-0.020000,0,12.800,,,0,1.140,,,0,1875.19700,76.27920,-76.27920,0,5.90000,0.24000,-0.24000,0,Msini,0.050000,0.030000,-0.030000,0,,,,,,,,,0
HD 28254 b,HD 28254,La Silla Observatory,1116.00000000,26.00000000,-26.00000000,0,2.150000,0.040000,-0.050000,0,13.700,,,0,1.220,,,0,368.67000,31.78000,-19.07000,0,1.16000,0.10000,-0.06000,0,Msini,0.810000,0.050000,-0.020000,0,,,,,,,,,0
HD 285507 b,HD 285507,Fred Lawrence Whipple Observatory,6.08810000,0.00180000,-0.00180000,0,0.060000,0.000000,0.000000,0,13.800,,,0,1.230,,,0,311.47340,31.78300,-31.78300,0,0.98000,0.10000,-0.10000,0,Msini,0.090000,0.020000,-0.020000,0,,,,,,,,,0
HD 285968 b,HD 285968,La Silla Observatory,8.78360000,0.00540000,-0.00540000,0,0.066000,,,0,2.830,,,0,0.253,,,0,8.40000,,,0,0.02600,,,0,Msini,0.000000,,,0,,,,,450,,,0,0
HD 28678 b,HD 28678,W. M. Keck Observatory,380.20000000,1.60000000,-1.60000000,0,1.180000,0.200000,-0.200000,0,13.500,,,0,1.210,,,0,490.09386,23.20159,-23.20159,0,1.54200,0.07300,-0.07300,0,Msini,0.149000,0.047000,-0.047000,0,,,,,,,,,0
HD 29021 b,HD 29021,Haute-Provence Observatory,1362.30000000,4.60000000,-4.00000000,0,2.280000,0.070000,-0.080000,0,13.300,,,0,1.180,,,0,762.79200,63.56600,-63.56600,0,2.40000,0.20000,-0.20000,0,Msini,0.459000,0.008000,-0.008000,0,,,,,,,,,0
HD 290327 b,HD 290327,La Silla Observatory,2443.00000000,160.00000000,-160.00000000,0,3.430000,0.160000,-0.160000,0,13.300,,,0,1.180,,,0,772.32690,133.48860,-133.48860,0,2.43000,0.42000,-0.42000,0,Msini,0.080000,0.050000,-0.050000,0,,,,,,,,,0
HD 2952 b,HD 2952,Okayama Astrophysical Observatory,311.60001000,1.80000000,-1.80000000,0,1.230000,0.020000,-0.020000,0,13.600,,,0,1.210,,,0,435.42710,82.63580,-82.63580,0,1.37000,0.26000,-0.26000,0,Msini,0.130000,0.090000,-0.090000,0,,,,,,,,,0
HD 30177 b,HD 30177,Anglo-Australian Telescope,2527.83000000,4.71000000,-4.69000000,0,3.704000,0.027000,-0.027000,0,12.600,,,0,1.120,,,0,2740.33026,39.72875,-40.04658,0,8.62200,0.12500,-0.12600,0,Msini,0.162000,0.010000,-0.010000,0,,,,,,,,,0
HD 30177 c,HD 30177,Multiple Observatories,11613.00000000,1837.00000000,-1837.00000000,0,9.890000,1.040000,-1.040000,0,12.600,,,0,1.130,,,0,2415.50800,985.27300,-985.27300,0,7.60000,3.10000,-3.10000,0,Msini,0.220000,0.140000,-0.140000,0,,,,,,,,,0
HD 30562 b,HD 30562,Lick Observatory,1157.00000000,27.00000000,-27.00000000,0,2.340000,0.060000,-0.060000,0,13.700,,,0,1.220,,,0,387.75260,44.49620,-44.49620,0,1.22000,0.14000,-0.14000,0,Msini,0.760000,0.050000,-0.050000,0,,,,,,,,,0
HD 30669 b,HD 30669,La Silla Observatory,1684.00000000,61.00000000,-61.00000000,0,2.690000,0.080000,-0.080000,0,14.300,,,0,1.270,,,0,149.37000,19.07000,-19.07000,0,0.47000,0.06000,-0.06000,0,Msini,0.180000,0.150000,-0.150000,0,,,,,,,,,0
HD 30856 b,HD 30856,W. M. Keck Observatory,847.00000000,20.00000000,-20.00000000,0,1.850000,0.130000,-0.130000,0,13.500,,,0,1.210,,,0,491.68301,28.92253,-28.92253,0,1.54700,0.09100,-0.09100,0,Msini,0.061000,0.058000,-0.058000,0,,,,,,,,,0
HD 31253 b,HD 31253,W. M. Keck Observatory,466.00000000,3.00000000,-3.00000000,0,1.260000,0.020000,-0.020000,0,14.100,,,0,1.260,,,0,197.05460,38.13960,-38.13960,0,0.62000,0.12000,-0.12000,0,Msini,0.300000,0.200000,-0.200000,0,,,,,,,,,0
HD 31527 b,HD 31527,La Silla Observatory,16.55350000,0.00340000,-0.00350000,0,0.125400,0.004100,-0.004500,0,3.220,,,0,0.288,,,0,10.47000,0.89000,-0.87000,0,0.03290,0.00280,-0.00280,0,Msini,0.100000,0.050000,-0.050000,0,,,,,,,,,0
HD 31527 c,HD 31527,La Silla Observatory,51.20530000,0.03730000,-0.03680000,0,0.266300,0.008800,-0.009500,0,3.850,,,0,0.343,,,0,14.16000,1.28000,-1.23000,0,0.04450,0.00400,-0.00390,0,Msini,0.040000,0.050000,-0.030000,0,,,,,,,,,0
HD 31527 d,HD 31527,La Silla Observatory,271.67370000,2.11350000,-2.24710000,0,0.809800,0.027300,-0.029300,0,3.460,,,0,0.309,,,0,11.82000,1.70000,-1.64000,0,0.03720,0.00530,-0.00520,0,Msini,0.240000,0.130000,-0.130000,0,,,,,,,,,0
HD 3167 b,HD 3167,K2,0.95962400,0.00002800,-0.00002800,0,0.018600,0.000300,-0.000300,0,1.700,0.080,-0.080,0,0.152,0.007,-0.007,0,5.02000,0.38000,-0.38000,0,0.01579,0.00120,-0.00120,0,Mass,0.000000,,,0,1625.00,244.00,-222.00,0,1669,52,-52,0,0
HD 3167 c,HD 3167,K2,29.83832000,0.00290500,-0.00319900,0,0.184100,0.002700,-0.002800,0,2.860,0.220,-0.220,0,0.255,0.020,-0.020,0,9.80000,1.30000,-1.24000,0,0.03083,0.00409,-0.00390,0,Mass,0.267000,,,1,16.60,2.50,-2.30,0,531,17,-17,0,0
HD 3167 d,HD 3167,W. M. Keck Observatory,8.50900000,0.04500000,-0.04500000,0,0.077570,0.000270,-0.000270,0,2.520,,,0,0.225,,,0,6.90000,0.71000,-0.71000,0,0.02171,0.00223,-0.00223,0,Msini,0.360000,,,0,88.90,6.20,-6.20,0,,,,,0
HD 32518 b,HD 32518,Thueringer Landessternwarte Tautenburg,157.54000000,0.38000000,-0.38000000,0,0.590000,0.030000,-0.030000,0,13.100,,,0,1.170,,,0,966.16000,216.12000,-216.12000,0,3.04000,0.68000,-0.68000,0,Msini,0.010000,0.030000,-0.030000,0,,,,,,,,,0
HD 32963 b,HD 32963,W. M. Keck Observatory,2372.00000000,26.00000000,-26.00000000,0,3.410000,0.020000,-0.020000,0,14.000,,,0,1.250,,,0,222.48100,9.53490,-9.53490,0,0.70000,0.03000,-0.03000,0,Msini,0.070000,0.040000,-0.040000,0,,,,,,,,,0
HD 330075 b,HD 330075,La Silla Observatory,3.38773000,0.00008000,-0.00008000,0,0.040000,0.000000,0.000000,0,14.300,,,0,1.270,,,0,152.55840,6.35660,-6.35660,0,0.48000,0.02000,-0.02000,0,Msini,0.000000,,,0,,,,,990,,,0,0
HD 33142 b,HD 33142,W. M. Keck Observatory,326.00000000,1.20000000,-1.20000000,0,1.070000,0.090000,-0.090000,0,13.600,,,0,1.210,,,0,440.19455,20.34112,-20.34112,0,1.38500,0.06400,-0.06400,0,Msini,0.066000,0.041000,-0.041000,0,,,,,,,,,0
HD 33142 c,HD 33142,W. M. Keck Observatory,834.00000000,29.00000000,-24.00000000,0,,,,,12.800,,,0,1.140,,,0,1897.44510,330.54320,-254.26400,0,5.97000,1.04000,-0.80000,0,Msini,0.050000,0.172000,-0.114000,0,,,,,,,,,0
HD 332231 b,HD 332231,Transiting Exoplanet Survey Satellite (TESS),18.71204000,0.00043000,-0.00043000,0,0.143600,0.003200,-0.003300,0,9.718,0.303,-0.280,0,0.867,0.027,-0.025,0,77.55052,6.67443,-6.67443,0,0.24400,0.02100,-0.02100,0,Mass,0.032000,0.030000,-0.022000,0,98.09,8.08,-7.20,0,876,17,-17,0,0
HD 33283 b,HD 33283,W. M. Keck Observatory,18.19910000,0.00170000,-0.00170000,0,0.150800,0.008700,-0.008700,0,12.500,,,0,1.120,,,0,104.56607,22.56593,-22.56593,0,0.32900,0.07100,-0.07100,0,Msini,0.399000,0.056000,-0.056000,0,,,,,,,,,0
HD 33564 b,HD 33564,Haute-Provence Observatory,388.00000000,3.00000000,-3.00000000,0,1.100000,,,0,12.500,,,0,1.120,,,0,2892.10000,,,0,9.10000,,,0,Msini,0.340000,0.020000,-0.020000,0,,,,,,,,,0
HD 33844 b,HD 33844,Anglo-Australian Telescope,551.40002000,7.80000000,-7.80000000,0,1.600000,0.060000,-0.060000,0,13.400,,,0,1.190,,,0,638.83830,98.52730,-98.52730,0,2.01000,0.31000,-0.31000,0,Msini,0.150000,0.070000,-0.070000,0,,,,,,,,,0
HD 33844 c,HD 33844,Anglo-Australian Telescope,916.00000000,29.50000000,-29.50000000,0,2.240000,0.050000,-0.050000,0,13.500,,,0,1.200,,,0,556.20250,57.20940,-57.20940,0,1.75000,0.18000,-0.18000,0,Msini,0.130000,0.100000,-0.100000,0,,,,,,,,,0
HD 34445 b,HD 34445,W. M. Keck Observatory,1049.00000000,11.00000000,-11.00000000,0,2.070000,0.040000,-0.040000,0,13.900,,,0,1.240,,,0,260.62060,28.60470,-28.60470,0,0.82000,0.09000,-0.09000,0,Msini,0.270000,0.070000,-0.070000,0,,,,,,,,,0
HD 34445 c,HD 34445,Multiple Observatories,214.67000000,0.45000000,-0.45000000,0,0.718100,0.004900,-0.004900,0,8.420,,,0,0.752,,,0,53.50000,5.00000,-5.00000,0,0.16800,0.01600,-0.01600,0,Msini,0.036000,0.071000,-0.036000,0,,,,,,,,,0
HD 34445 d,HD 34445,Multiple Observatories,117.87000000,0.18000000,-0.18000000,0,0.481700,0.003300,-0.003300,0,6.070,,,0,0.542,,,0,30.70000,3.90000,-3.90000,0,0.09700,0.13000,-0.13000,0,Msini,0.027000,0.051000,-0.027000,0,,,,,,,,,0
HD 34445 e,HD 34445,Multiple Observatories,49.17500000,0.04500000,-0.04500000,0,0.268700,0.001900,-0.001900,0,4.260,,,0,0.380,,,0,16.80000,2.90000,-2.90000,0,0.05290,0.00890,-0.00890,0,Msini,0.090000,0.062000,-0.062000,0,,,,,,,,,0
